name,item_id,image_url,quote,quality,recharge,item_pool
False PHD,654,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_False_PHD_icon.png/revision/latest?cb=20210822145903,Worse pills + evil up,2,,Devil Room
Vasculitis,657,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/31/Collectible_Vasculitis_icon.png/revision/latest?cb=20210824094208,Clogged enemies,1,,Item Room
Giant Cell,658,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/24/Collectible_Giant_Cell_icon.png/revision/latest?cb=20210824093632,Micro friends,1,,"Item Room, Greed Mode Item Room"
Tropicamide,659,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4c/Collectible_Tropicamide_icon.png/revision/latest?cb=20210824094147,Tear size + range up,1,,Boss Room
Card Reading,660,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b4/Collectible_Card_Reading_icon.png/revision/latest?cb=20210824094106,A link to your future,3,,Shop
Quints,661,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a8/Collectible_Quints_icon.png/revision/latest?cb=20210824092559,They lurk inside,2,,"Item Room, Greed Mode Item Room"
Tooth and Nail,663,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d8/Collectible_Tooth_and_Nail_icon.png/revision/latest?cb=20210824093510,You feel prickly,2,,Item Room
Binge Eater,664,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f2/Collectible_Binge_Eater_icon.png/revision/latest?cb=20210824094045,All you can eat,4,,Secret Room
Guppy's Eye,665,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/17/Collectible_Guppy%27s_Eye_icon.png/revision/latest?cb=20210824094024,An eye for secrets,2,,"Devil Room, Curse Room, Red Chest"
Strawman,667,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/49/Collectible_Strawman_icon.png/revision/latest?cb=20210824094003,A helping hand,1,,Secret Room
Dad's Note,668,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/51/Collectible_Dad%27s_Note_icon.png/revision/latest?cb=20210824093942,...,0,,None (see above)
Sausage,669,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1e/Collectible_Sausage_icon.png/revision/latest?cb=20210824093922,All stats up,3,,Secret Room
Options?,670,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/06/Collectible_Options%3F_icon.png/revision/latest?cb=20210824093901,There might be options,2,,Shop
Candy Heart,671,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/db/Collectible_Candy_Heart_icon.png/revision/latest?cb=20210824093839,Power of love,1,,Item Room
A Pound of Flesh,672,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6c/Collectible_A_Pound_of_Flesh_icon.png/revision/latest?cb=20210824093818,Blood money,0,,"Devil Room, Demon Beggar"
Redemption,673,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/64/Collectible_Redemption_icon.png/revision/latest?cb=20210824093757,Deliver me from evil,2,,None
Spirit Shackles,674,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/12/Collectible_Spirit_Shackles_icon.png/revision/latest?cb=20210824093736,Unfinished business,1,,Secret Room
Cracked Orb,675,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/39/Collectible_Cracked_Orb_icon.png/revision/latest?cb=20210824093714,Shards of knowledge,1,,"Item Room, Secret Room"
Empty Heart,676,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3d/Collectible_Empty_Heart_icon.png/revision/latest?cb=20210824093654,It multiplies,1,,"Item Room, Demon Beggar"
Astral Projection,677,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/84/Collectible_Astral_Projection_icon.png/revision/latest?cb=20210824093448,The true out-of-body experience!,1,,"Item Room, Secret Room"
C Section,678,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8b/Collectible_C_Section_icon.png/revision/latest?cb=20210824093426,Fetus shots,4,,"Item Room, Ultra Secret Room"
Lil Abaddon,679,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4c/Collectible_Lil_Abaddon_icon.png/revision/latest?cb=20210824093404,Abyssal friend,2,,Devil Room
Montezuma's Revenge,680,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/58/Collectible_Montezuma%27s_Revenge_icon.png/revision/latest?cb=20210824093344,Oh no...,2,,Item Room
Lil Portal,681,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0a/Collectible_Lil_Portal_icon.png/revision/latest?cb=20210824093301,It hungers,0,,Item Room
Worm Friend,682,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7e/Collectible_Worm_Friend_icon.png/revision/latest?cb=20210824093220,Clingy buddy,3,,Item Room
Bone Spurs,683,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d5/Collectible_Bone_Spurs_icon.png/revision/latest?cb=20210824093200,Break your enemies,2,,Item Room
Hungry Soul,684,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e0/Collectible_Hungry_Soul_icon.png/revision/latest?cb=20210824093138,Out for blood,2,,Devil Room
Soul Locket,686,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Soul_Locket_icon.png/revision/latest?cb=20210824093116,Power of faith,1,,Angel Room
Inner Child,688,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/00/Collectible_Inner_Child_icon.png/revision/latest?cb=20210824093056,Let him free,2,,Secret Room
Glitched Crown,689,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8c/Collectible_Glitched_Crown_icon.png/revision/latest?cb=20210824093035,?????,4,,Secret Room
Belly Jelly,690,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ac/Collectible_Belly_Jelly_icon.png/revision/latest?cb=20210824093014,Bounce away!,3,,Item Room
Sacred Orb,691,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0f/Collectible_Sacred_Orb_icon.png/revision/latest?cb=20210824092952,Destined for greatness,4,,"Angel Room, Secret Room"
Sanguine Bond,692,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fa/Collectible_Sanguine_Bond_icon.png/revision/latest?cb=20210824092930,He awaits your offering,1,,"Devil Room, Curse Room"
The Swarm,693,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9d/Collectible_The_Swarm_icon.png/revision/latest?cb=20210824092909,Infest,2,,"Item Room, Key Beggar"
Heartbreak,694,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8e/Collectible_Heartbreak_icon.png/revision/latest?cb=20210824092848,Eternal sorrow,3,,"Devil Room, Curse Room"
Bloody Gust,695,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f3/Collectible_Bloody_Gust_icon.png/revision/latest?cb=20210824092826,May your rage bring haste,2,,"Item Room, Devil Room"
Salvation,696,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/56/Collectible_Salvation_icon.png/revision/latest?cb=20210824092805,Divine protection,3,,Angel Room
Vanishing Twin,697,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/58/Collectible_Vanishing_Twin_icon.png/revision/latest?cb=20210824092745,He wants revenge,1,,"Secret Room, Curse Room"
Twisted Pair,698,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3c/Collectible_Twisted_Pair_icon.png/revision/latest?cb=20210824092724,Double trouble!,4,,Devil Room
Azazel's Rage,699,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ac/Collectible_Azazel%27s_Rage_icon.png/revision/latest?cb=20210824092702,Ancient power,2,,Devil Room
Echo Chamber,700,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f4/Collectible_Echo_Chamber_icon.png/revision/latest?cb=20210824092641,I can see see the future future future,3,,Secret Room
Isaac's Tomb,701,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/96/Collectible_Isaac%27s_Tomb_icon.png/revision/latest?cb=20210824092620,Buried memories,2,,Secret Room
Vengeful Spirit,702,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0b/Collectible_Vengeful_Spirit_icon.png/revision/latest?cb=20210824092538,Hot blooded,1,,"Devil Room, Curse Room"
Supper,707,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6d/Collectible_Supper_icon.png/revision/latest?cb=20210824092517,HP up,1,,Boss Room
Stapler,708,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/16/Collectible_Stapler_icon.png/revision/latest?cb=20210824092455,DMG up,3,,Boss Room
Keeper's Sack,716,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/41/Collectible_Keeper%27s_Sack_icon.png/revision/latest?cb=20211111110832,Balls,3,,"Shop, Secret Room"
Keeper's Kin,717,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7d/Collectible_Keeper%27s_Kin_icon.png/revision/latest?cb=20210824092412,Under a rock,2,,"Item Room, Secret Room"
TMTRAINER,721,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/62/Collectible_TMTRAINER_icon.png/revision/latest?cb=20210824092350,ZZaZZ ZZdZZiZZmZZhZZ ZZvZZ ZZoZZ ZZ ZZsZZlZZhZZsZZoZZaZZiZZ,0,,Secret Room
Hypercoagulation,724,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7f/Collectible_Hypercoagulation_icon.png/revision/latest?cb=20210824092329,Thick blooded,2,,Item Room
IBS,725,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cb/Collectible_IBS_icon.png/revision/latest?cb=20210824092308,Your stomach rumbles,0,,Item Room
Hemoptysis,726,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8f/Collectible_Hemoptysis_icon.png/revision/latest?cb=20210824092248,Double tap sneeze,1,,Item Room
Ghost Bombs,727,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0f/Collectible_Ghost_Bombs_icon.png/revision/latest?cb=20210824092227,Spooky blast +5 bombs,1,,"Item Room, Bomb Beggar"
Glass Eye,730,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/09/Collectible_Glass_Eye_icon.png/revision/latest?cb=20211111111506,DMG + luck up,3,,"Boss Room, Crane Game, Golden Chest"
Stye,731,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/eb/Collectible_Stye_icon.png/revision/latest?cb=20211111111526,DMG + range up,2,,Boss Room
Mom's Ring,732,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6f/Collectible_Mom%27s_Ring_icon.png/revision/latest?cb=20211111111546,DMG up,3,,"Shop, Golden Chest, Mom's Chest, Old Chest"
A Pony,130,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/15/Collectible_A_Pony_icon.png/revision/latest?cb=20210821050028,Flight + dash attack,2,2,None (Headless horseman only)
Anarchist Cookbook,65,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c6/Collectible_Anarchist_Cookbook_icon.png/revision/latest?cb=20210821040839,Summon bombs,0,3,"Item Room, Library, Pride Miniboss"
Best Friend,136,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/af/Collectible_Best_Friend_icon.png/revision/latest?cb=20210821041224,Friends 'till the end,0,3,Item Room
Bob's Rotten Head,42,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f6/Collectible_Bob%27s_Rotten_Head_icon.png/revision/latest?cb=20210821041026,Reusable ranged bomb,1,2,"Item Room, Sloth Miniboss"
Book of Revelations,78,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/67/Collectible_Book_of_Revelations_icon.png/revision/latest?cb=20210821041120,Reusable soul protection,3,6,"Item Room, Library"
Book of Secrets,287,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/36/Collectible_Book_of_Secrets_icon.png/revision/latest?cb=20210821080628,Tome of knowledge,0,6,"Item Room, Library, Secret Room"
Book of Shadows,58,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/de/Collectible_Book_of_Shadows_icon.png/revision/latest?cb=20210821041149,Temporary invincibility,3,3,"Item Room, Library"
Box of Spiders,288,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1f/Collectible_Box_of_Spiders_icon.png/revision/latest?cb=20210821045957,It's a box of spiders,1,2,Item Room
Converter,296,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f7/Collectible_Converter_icon.png/revision/latest?cb=20211122232741,Convert your soul,1,3,Shop
Crack the Sky,160,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0e/Collectible_Crack_the_Sky_icon.png/revision/latest?cb=20210821075639,Holy white death,1,4,Item Room
Crystal Ball,158,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e1/Collectible_Crystal_Ball_icon.png/revision/latest?cb=20210821053406,I see my future,3,6,None (Fortune machine only)
D10,285,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_D10_icon.png/revision/latest?cb=20210821041724,Reroll enemies,1,2,Item Room
D100,283,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b5/Collectible_D100_icon.png/revision/latest?cb=20210821081041,REEROLLLLL!,1,6,Item Room
D20,166,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/78/Collectible_D20_icon.png/revision/latest?cb=20210821075909,Reroll the basics,2,6,Item Room
D4,284,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/17/Collectible_D4_icon.png/revision/latest?cb=20210821075310,Reroll into something else,1,6,Item Room
Dad's Key,175,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a9/Collectible_Dad%27s_Key_icon.png/revision/latest?cb=20210821080044,Opens all doors...,2,2,"Item Room, Key Beggar"
Dead Sea Scrolls,124,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/63/Collectible_Dead_Sea_Scrolls_icon.png/revision/latest?cb=20210821045659,It's a mystery,1,2,"Item Room, Angel Room"
Deck of Cards,85,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b9/Collectible_Deck_of_Cards_icon.png/revision/latest?cb=20210821053437,Reusable card generator,2,6,"Item Room, Shop"
Doctor's Remote,47,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e7/Collectible_Doctor%27s_Remote_icon.png/revision/latest?cb=20210821044505,Reusable air strike,1,2,Item Room
Flush!,291,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/74/Collectible_Flush%21_icon.png/revision/latest?cb=20210821050914,...,1,4,Item Room
Guppy's Head,145,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/35/Collectible_Guppy%27s_Head_icon.png/revision/latest?cb=20210821042544,Reusable fly hive,2,1,"Devil Room, Curse Room, Red Chest, Gold/Stone Chest"
Head of Krampus,293,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ef/Collectible_Head_of_Krampus_icon.png/revision/latest?cb=20210821045354,Krampus rage,1,3,None (Krampus only)
Isaac's Tears,323,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6b/Collectible_Isaac%27s_Tears_icon.png/revision/latest?cb=20210821081226,Collected tears,1,6,Item Room
Lemon Mishap,56,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e1/Collectible_Lemon_Mishap_icon.png/revision/latest?cb=20210821052003,Oops...,0,2,Item Room
Mom's Bottle of Pills,102,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ee/Collectible_Mom%27s_Bottle_of_Pills_icon.png/revision/latest?cb=20210821045218,Reusable pill generator,1,6,"Item Room, Shop, Challenge Room, Beggar, Demon Beggar, Mom's Chest"
Mom's Bra,39,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4b/Collectible_Mom%27s_Bra_icon.png/revision/latest?cb=20210821044404,Mass paralysis,0,3,"Item Room, Challenge Room, Mom's Chest"
Mom's Pad,41,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5b/Collectible_Mom%27s_Pad_icon.png/revision/latest?cb=20210821044434,Mass fear,0,2,"Item Room, Challenge Room, Mom's Chest"
Monster Manual,123,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/88/Collectible_Monster_Manual_icon.png/revision/latest?cb=20210821073949,Temporary buddy generator,1,6,"Item Room, Devil Room, Library"
Monstro's Tooth,86,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5a/Collectible_Monstro%27s_Tooth_icon.png/revision/latest?cb=20210821053536,Summon Monstro,0,3,Item Room
Mr. Boom,37,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8e/Collectible_Mr._Boom_icon.png/revision/latest?cb=20210821061918,Reusable bomb buddy,1,2,"Item Room, Wrath Miniboss, Bomb Beggar"
My Little Unicorn,77,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/07/Collectible_My_Little_Unicorn_icon.png/revision/latest?cb=20210821050558,Temporary badass,1,4,Item Room
Prayer Card,146,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fc/Collectible_Prayer_Card_icon.png/revision/latest?cb=20210821053504,Reusable eternity,3,6,"Item Room, Angel Room"
Satanic Bible,292,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e6/Collectible_Satanic_Bible_icon.png/revision/latest?cb=20210821060628,Reusable evil... but at what cost?,3,6,"Item Room, Library, Devil Room"
Scissors,325,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Scissors_icon.png/revision/latest?cb=20210821084210,Lose your head,0,4,Item Room
Shoop da Whoop!,49,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c0/Collectible_Shoop_da_Whoop%21_icon.png/revision/latest?cb=20210821044640,BLLLARRRRGGG!,2,2,"Item Room, Envy Miniboss, Super Envy Miniboss"
Spider Butt,171,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/81/Collectible_Spider_Butt_icon.png/revision/latest?cb=20210821034830,Mass enemy slowdown + damage,1,2,Item Room
Tammy's Head,38,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a9/Collectible_Tammy%27s_Head_icon.png/revision/latest?cb=20210821043333,Reusable tear burst,1,1,"Item Room, Gold Chest"
Telepathy For Dummies,192,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Telepathy_For_Dummies_icon.png/revision/latest?cb=20210821043813,Temporary psychic shot,1,2,"Item Room, Library"
Teleport!,44,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/c9/Collectible_Teleport%21_icon.png/revision/latest?cb=20210821051620,Teleport!,0,2,Item Room
The Bean,111,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/91/Collectible_The_Bean_icon.png/revision/latest?cb=20210821040915,Toot on command,0,1,"Item Room, Beggar"
The Bible,33,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/75/Collectible_The_Bible_icon.png/revision/latest?cb=20210821040949,Temporary Flight,1,4,"Shop, Library, Angel Room"
The Book of Belial,34,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d7/Collectible_The_Book_of_Belial_icon.png/revision/latest?cb=20210821041053,Temporary DMG up,2,3,"Library, Devil Room"
The Book of Sin,97,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5a/Collectible_The_Book_of_Sin_icon.png/revision/latest?cb=20210821040808,Reusable item generator,1,4,"Item Room, Library, Devil Room"
The D6,105,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_The_D6_icon.png/revision/latest?cb=20210821075941,Reroll your destiny,4,6,Item Room
The Gamekid,93,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8f/Collectible_The_Gamekid_icon.png/revision/latest?cb=20210821054845,Temporary Man-Pac,1,4,Item Room
The Hourglass,66,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5d/Collectible_The_Hourglass_icon.png/revision/latest?cb=20210331180856,Temporary enemy slowdown,0,2,Item Room
The Nail,83,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3c/Collectible_The_Nail_icon.png/revision/latest?cb=20210821075405,Temporary demon form,2,6,"Devil Room, Demon Beggar"
The Necronomicon,35,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e9/Collectible_The_Necronomicon_icon.png/revision/latest?cb=20210821054919,Mass room damage,0,4,"Library, Secret Room, Devil Room"
The Pinking Shears,107,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fd/Collectible_The_Pinking_Shears_icon.png/revision/latest?cb=20210821045458,Cut and run,2,4,Item Room
The Poop,36,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/fb/Collectible_The_Poop_icon.png/revision/latest?cb=20210821050806,Plop!,0,1,Item Room
Undefined,324,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2e/Collectible_Undefined_icon.png/revision/latest?cb=20221115212719,Undefined,1,6,Item Room
Unicorn Stump,298,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e5/Collectible_Unicorn_Stump_icon.png/revision/latest?cb=20210821055351,You feel stumped,1,1,Item Room
We Need To Go Deeper!,84,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/27/Collectible_We_Need_To_Go_Deeper%21_icon.png/revision/latest?cb=20210822041458,Reusable level skip,2,6,"Secret Room, Devil Room"
White Pony,181,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/de/Collectible_White_Pony_icon.png/revision/latest?cb=20210821055052,Flight + holy death,3,2,None (Conquest boss only)
Yum Heart,45,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/ea/Collectible_Yum_Heart_icon.png/revision/latest?cb=20210821044538,Reusable regeneration,1,4,"Item Room, Super Lust Miniboss"
Box of Friends,357,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/bf/Collectible_Box_of_Friends_icon.png/revision/latest?cb=20210821161436,Double your friends,1,3,"Shop, Greed Mode Item Room"
D12,386,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/29/Collectible_D12_icon.png/revision/latest?cb=20210821162027,Rerolls rocks,1,3,"Item Room, Greed Mode Shop"
D7,437,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_D7_icon.png/revision/latest?cb=20210821162058,Roll again,1,3,Item Room
D8,406,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/04/Collectible_D8_icon.png/revision/latest?cb=20210821195620,Reroll stats,1,4,"Item Room, Greed Mode Shop"
Friendly Ball,382,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f1/Collectible_Friendly_Ball_icon.png/revision/latest?cb=20210821162131,Gotta fetch 'em all!,1,2,"Item Room, Greed Mode Item Room"
Kidney Bean,421,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a7/Collectible_Kidney_Bean_icon.png/revision/latest?cb=20210821162232,Love toots!,0,1,"Item Room, Greed Mode Item Room"
Mega Bean,351,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/ab/Collectible_Mega_Bean_icon.png/revision/latest?cb=20210821182333,Giga fart!,1,6,"Item Room, Greed Mode Item Room"
Mega Blast,441,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0f/Collectible_Mega_Blast_icon.png/revision/latest?cb=20210821185500,Laser breath,4,12,"Devil Room, Greed Mode Devil Room"
Mine Crafter,427,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/75/Collectible_Mine_Crafter_icon.png/revision/latest?cb=20210821162303,Booom!,1,1,Item Room
Mom's Box,439,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/17/Collectible_Mom%27s_Box_icon.png/revision/latest?cb=20210821182309,What's inside?,2,4,"Shop, Greed Mode Shop, Mom's Chest"
Teleport 2.0,419,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/da/Collectible_Teleport_2.0_icon.png/revision/latest?cb=20210821182618,I-Teleport!,3,4,Item Room
Wooden Nickel,349,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/ba/Collectible_Wooden_Nickel_icon.png/revision/latest?cb=20210821161558,Flip a coin,1,1,"Shop, Greed Mode Item Room"
Black Hole,512,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0e/Collectible_Black_Hole_icon.png/revision/latest?cb=20210822050040,Nothing can escape,1,4,Item Room
Book of the Dead,545,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/47/Collectible_Book_of_the_Dead_icon.png/revision/latest?cb=20210822091310,Rise from the grave,2,6,"Item Room, Library, Devil Room"
Broken Shovel,550,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ca/Collectible_Broken_Shovel_1_icon.png/revision/latest?cb=20210822091526,It feels cursed,4,4,
Clicker,482,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4b/Collectible_Clicker_icon.png/revision/latest?cb=20210822014653,Change,0,6,Item Room
Compost,480,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d6/Collectible_Compost_icon.png/revision/latest?cb=20210822014726,Gain more friends!,0,2,Shop
Coupon,521,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/90/Collectible_Coupon_icon.png/revision/latest?cb=20210822050633,Allow 6 weeks for delivery,2,6,"Item room, Shop, Beggar"
Crooked Penny,485,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/65/Collectible_Crooked_Penny_icon.png/revision/latest?cb=20210822014914,50/50,2,4,"Item Room, Shop, Beggar"
D1,476,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6e/Collectible_D1_icon.png/revision/latest?cb=20210822015024,What will it be?,2,4,Item Room
Dataminer,481,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8f/Collectible_Dataminer_icon.png/revision/latest?cb=20210822015203,109,0,4,Item Room
Delirious,510,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/aa/Collectible_Delirious_icon.png/revision/latest?cb=20210822015317,Unleash the power!,1,12,Angel Room
Dull Razor,486,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9e/Collectible_Dull_Razor_icon.png/revision/latest?cb=20210822015539,I feel numb...,0,2,Shop
Eden's Soul,490,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a9/Collectible_Eden%27s_Soul_icon.png/revision/latest?cb=20210822015618,...,3,12,Angel Room
Metronome,488,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f2/Collectible_Metronome_icon.png/revision/latest?cb=20210822020719,Waggles a finger,1,2,Item Room
Mom's Shovel,552,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6b/Collectible_Mom%27s_Shovel_icon.png/revision/latest?cb=20210822091619,Lost but not forgotten,4,4,
Moving Box,523,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/87/Collectible_Moving_Box_icon.png/revision/latest?cb=20210822050748,Pack and unpack,1,4,Shop
Mr. ME!,527,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/da/Collectible_Mr._ME%21_icon.png/revision/latest?cb=20210822062826,Caaan do!,3,4,"Shop, Key Beggar"
